#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
9.4786011101e-01	1.4317767670e+02	4.8695412539e+32
9.4691320499e-01	1.3977514601e+02	4.7538195579e+32
9.4596729413e-01	1.3644590614e+02	4.6405905181e+32
9.4502237813e-01	1.3318857386e+02	4.5298070895e+32
9.4407845670e-01	1.3000178785e+02	4.4214229731e+32
9.4313552952e-01	1.2688419993e+02	4.3153923173e+32
9.4219359629e-01	1.2383449649e+02	4.2116704448e+32
9.4125177073e-01	1.2084859080e+02	4.1101183644e+32
9.4031182621e-01	1.1793082688e+02	4.0108838181e+32
9.3937199225e-01	1.1507444741e+02	3.9137369864e+32
9.3843403513e-01	1.1228358234e+02	3.8188183307e+32
9.3749619142e-01	1.0955176243e+02	3.7259078293e+32
9.3655934321e-01	1.0688042946e+02	3.6350545175e+32
9.3562436553e-01	1.0427084477e+02	3.5463012943e+32
9.3468950549e-01	1.0171692601e+02	3.4594412958e+32
9.3375563988e-01	9.9220010704e+01	3.3745200123e+32
9.3282276834e-01	9.6778976545e+01	3.2914992732e+32
9.3189089049e-01	9.4392712410e+01	3.2103412888e+32
9.3096000596e-01	9.2060130365e+01	3.1310090580e+32
9.3003011438e-01	8.9780159736e+01	3.0534661666e+32
9.2910121536e-01	8.7551747918e+01	2.9776768150e+32
9.2817244702e-01	8.5371860416e+01	2.9035377986e+32
9.2724553369e-01	8.3243524157e+01	2.8311520647e+32
9.2631875369e-01	8.1161791521e+01	2.7603513422e+32
9.2539382448e-01	7.9129530659e+01	2.6912331784e+32
9.2446903121e-01	7.7142008606e+01	2.6236366029e+32
9.2354608449e-01	7.5201952494e+01	2.5576543668e+32
9.2262327631e-01	7.3304837800e+01	2.4931325889e+32
9.2170146090e-01	7.1451544433e+01	2.4301011952e+32
9.2078063782e-01	6.9641220252e+01	2.3685312041e+32
9.1986080666e-01	6.7872926341e+01	2.3083906825e+32
9.1894196698e-01	6.6145807877e+01	2.2496505577e+32
9.1802411833e-01	6.4459008411e+01	2.1922817012e+32
9.1710641919e-01	6.2810192367e+01	2.1362046790e+32
9.1619055298e-01	6.1201558197e+01	2.0814942616e+32
9.1527483873e-01	5.9629336476e+01	2.0280222491e+32
9.1436095313e-01	5.8095622758e+01	1.9758599120e+32
9.1344722193e-01	5.6596752797e+01	1.9248826279e+32
9.1253531512e-01	5.5134808070e+01	1.8751611886e+32
9.1162356510e-01	5.3706387444e+01	1.8265799200e+32
9.1071280581e-01	5.2311958761e+01	1.7791547337e+32
9.0980303674e-01	5.0950859617e+01	1.7328631009e+32
9.0889425742e-01	4.9622374352e+01	1.6876806818e+32
9.0798564293e-01	4.8344974040e+01	1.6442356863e+32
9.0707884329e-01	4.7134736923e+01	1.6030749432e+32
9.0617303193e-01	4.5952192087e+01	1.5628560278e+32
9.0526738883e-01	4.4795741133e+01	1.5235245778e+32
9.0436273628e-01	4.3665914756e+01	1.4850986424e+32
9.0345988999e-01	4.2563153062e+01	1.4475931899e+32
9.0255721536e-01	4.1484921723e+01	1.4109220264e+32
9.0165552972e-01	4.0431711626e+01	1.3751018473e+32
9.0075483255e-01	3.9402997454e+01	1.3401147864e+32
8.9985512333e-01	3.8398273268e+01	1.3059436364e+32
8.9895559339e-01	3.7416167126e+01	1.2725417369e+32
8.9805786007e-01	3.6457954435e+01	1.2399524650e+32
8.9716030819e-01	3.5521428825e+01	1.2081007811e+32
8.9626454861e-01	3.4607798099e+01	1.1770277632e+32
8.9536897260e-01	3.3714956250e+01	1.1466617850e+32
8.9447438449e-01	3.2843275963e+01	1.1170155216e+32
8.9358078372e-01	3.1992307923e+01	1.0880736916e+32
8.9268816974e-01	3.1161610935e+01	1.0598212898e+32
8.9179654197e-01	3.0350751889e+01	1.0322435859e+32
8.9090510613e-01	2.9558608651e+01	1.0053024155e+32
8.9001545067e-01	2.8786175225e+01	9.7903158533e+31
8.8912598915e-01	2.8031665122e+01	9.5337033588e+31
8.8823830368e-01	2.7296017884e+01	9.2835062153e+31
8.8735081414e-01	2.6577529568e+01	9.0391449030e+31
8.8646431050e-01	2.5876474824e+01	8.8007128322e+31
8.8557879216e-01	2.5192455138e+01	8.5680744657e+31
8.8469425851e-01	2.4525149971e+01	8.3411207874e+31
8.8380992784e-01	2.3873570947e+01	8.1195156456e+31
8.8292736333e-01	2.3238528147e+01	7.9035345523e+31
8.8204500370e-01	2.2618545188e+01	7.6926753831e+31
8.8116440589e-01	2.2014370316e+01	7.4871926201e+31
8.8028401483e-01	2.1424597100e+01	7.2866079289e+31
8.7940460790e-01	2.0849427837e+01	7.0909901121e+31
8.7852618447e-01	2.0288547837e+01	6.9002321417e+31
8.7764797364e-01	1.9741150328e+01	6.7140596312e+31
8.7677151685e-01	1.9207884717e+01	6.5326934466e+31
8.7589527446e-01	1.8687506696e+01	6.3557103933e+31
8.7502078174e-01	1.8180606660e+01	6.1833112669e+31
8.7414650521e-01	1.7686056063e+01	6.0151122438e+31
8.7327321138e-01	1.7203957192e+01	5.8511481125e+31
8.7240089962e-01	1.6734017288e+01	5.6913193037e+31
8.7152880969e-01	1.6275641547e+01	5.5354235224e+31
8.7065846158e-01	1.5829275997e+01	5.3836124642e+31
8.6978909354e-01	1.5394273570e+01	5.2356660587e+31
8.6891994988e-01	1.4970007306e+01	5.0913710731e+31
8.6805178797e-01	1.4556602845e+01	4.9507702391e+31
8.6718460713e-01	1.4153807139e+01	4.8137774934e+31
8.6631840667e-01	1.3761372305e+01	4.6803085297e+31
8.6545243690e-01	1.3378728746e+01	4.5501696253e+31
8.6458819664e-01	1.3006301110e+01	4.4235052054e+31
8.6372418868e-01	1.2643054429e+01	4.2999632721e+31
8.6286190585e-01	1.2289858591e+01	4.1798396786e+31
8.6199985691e-01	1.1945408737e+01	4.0626906360e+31
8.6113878715e-01	1.1609952119e+01	3.9486002361e+31
8.6027795581e-01	1.1282996690e+01	3.8374011310e+31
8.5941884379e-01	1.0964895056e+01	3.7292132439e+31
8.5855997170e-01	1.0654893769e+01	3.6237803239e+31
8.5770281455e-01	1.0352598073e+01	3.5209681120e+31
8.5684589884e-01	1.0056829780e+01	3.4203759013e+31
8.5598996095e-01	9.7690044246e+00	3.3224851214e+31
8.5513426891e-01	9.4885816425e+00	3.2271119922e+31
8.5428028594e-01	9.2158950800e+00	3.1343699883e+31
8.5342655027e-01	8.9502921478e+00	3.0440371609e+31
8.5257451928e-01	8.6920480520e+00	2.9562071090e+31
8.5172273699e-01	8.4405461137e+00	2.8706700970e+31
8.5087193101e-01	8.1958380900e+00	2.7874437279e+31
8.5002137804e-01	7.9575560878e+00	2.7064028795e+31
8.4917252383e-01	7.7259407945e+00	2.6276294106e+31
8.4832392401e-01	7.5004367864e+00	2.5509344191e+31
8.4747701854e-01	7.2812708389e+00	2.4763950323e+31
8.4663036880e-01	7.0679155520e+00	2.4038318789e+31
8.4578397831e-01	6.8602361642e+00	2.3331991259e+31
8.4493927844e-01	6.6584283000e+00	2.2645633063e+31
8.4409555162e-01	6.4621857302e+00	2.1978202698e+31
8.4325208599e-01	6.2712011344e+00	2.1328654955e+31
8.4240959471e-01	6.0855155261e+00	2.0697129321e+31
8.4156807697e-01	5.9049517846e+00	2.0083023402e+31
8.4072753198e-01	5.7294536661e+00	1.9486145908e+31
8.3988725354e-01	5.5586854121e+00	1.8905354910e+31
8.3904865308e-01	5.3928300746e+00	1.8341272976e+31
8.3821032038e-01	5.2314858240e+00	1.7792533464e+31
8.3737296005e-01	5.0746737666e+00	1.7259208157e+31
8.3653587149e-01	4.9221506149e+00	1.6740469625e+31
8.3570045487e-01	4.7740567492e+00	1.6236795305e+31
8.3486531118e-01	4.6300319822e+00	1.5746960185e+31
8.3403183500e-01	4.4902076118e+00	1.5271410815e+31
8.3319863289e-01	4.3542427863e+00	1.4808987942e+31
8.3236640103e-01	4.2221513540e+00	1.4359738664e+31
8.3153444715e-01	4.0937260515e+00	1.3922958068e+31
8.3070415468e-01	3.9690806910e+00	1.3499033236e+31
8.2987414129e-01	3.8479103937e+00	1.3086927261e+31
8.2904509757e-01	3.7302251760e+00	1.2686674208e+31
8.2821702268e-01	3.6159320798e+00	1.2297957922e+31
8.2738923120e-01	3.5048498267e+00	1.1920161867e+31
8.2656240959e-01	3.3969858787e+00	1.1553311421e+31
8.2573723885e-01	3.2923389043e+00	1.1197402057e+31
8.2491235306e-01	3.1906513633e+00	1.0851557867e+31
8.2408775546e-01	3.0918485589e+00	1.0515524805e+31
8.2326480477e-01	2.9960129156e+00	1.0189583199e+31
8.2244214325e-01	2.9029078859e+00	9.8729285405e+30
8.2162044915e-01	2.8125207528e+00	9.5655175785e+30
8.2079972158e-01	2.7248255966e+00	9.2672621587e+30
8.1997995969e-01	2.6397006892e+00	8.9777482778e+30
8.1916049156e-01	2.5570245056e+00	8.6965626236e+30
8.1834265971e-01	2.4767944308e+00	8.4236963026e+30
8.1752512255e-01	2.3990177339e+00	8.1591740372e+30
8.1670788319e-01	2.3234281044e+00	7.9020900922e+30
8.1589227611e-01	2.2501532613e+00	7.6528788468e+30
8.1507696772e-01	2.1790107139e+00	7.4109196411e+30
8.1426262412e-01	2.1099999918e+00	7.1762108750e+30
8.1344924443e-01	2.0430613885e+00	6.9485494841e+30
8.1263682773e-01	1.9781367294e+00	6.7277376137e+30
8.1182471406e-01	1.9151189434e+00	6.5134111099e+30
8.1101422195e-01	1.8540551161e+00	6.3057301131e+30
8.1020403368e-01	1.7944137680e+00	6.1028870362e+30
8.0939415229e-01	1.7349228449e+00	5.9005555617e+30
8.0858588840e-01	1.6773972558e+00	5.7049082823e+30
8.0777793215e-01	1.6216339539e+00	5.5152546259e+30
8.0697093775e-01	1.5676427246e+00	5.3316278730e+30
8.0616490426e-01	1.5153722735e+00	5.1538535693e+30
8.0535983075e-01	1.4647688388e+00	4.9817488680e+30
8.0455506898e-01	1.4157439286e+00	4.8150128038e+30
8.0375126792e-01	1.3682899913e+00	4.6536196938e+30
8.0294842662e-01	1.3223593661e+00	4.4974074410e+30
8.0214590071e-01	1.2778706055e+00	4.3460990387e+30
8.0134497741e-01	1.2348501406e+00	4.1997843803e+30
8.0054437017e-01	1.1931851000e+00	4.0580795847e+30
7.9974472148e-01	1.1528679797e+00	3.9209591307e+30
7.9894539208e-01	1.1138267484e+00	3.7881780358e+30
7.9814765891e-01	1.0760836148e+00	3.6598118335e+30
7.9735024566e-01	1.0395391428e+00	3.5355223366e+30
7.9655378968e-01	1.0041860213e+00	3.4152846799e+30
7.9575765678e-01	9.6996056553e-01	3.2988822681e+30
7.9496248175e-01	9.3685528928e-01	3.1862896404e+30
7.9416889431e-01	9.0486093424e-01	3.0774753089e+30
7.9337500139e-01	8.7386826651e-01	2.9720677639e+30
7.9258269412e-01	8.4391931225e-01	2.8702099382e+30
7.9179071388e-01	8.1493471144e-01	2.7716319248e+30
7.9099968914e-01	7.8690760118e-01	2.6763103825e+30
7.9020961891e-01	7.5980785411e-01	2.5841428468e+30
7.8942050220e-01	7.3360623371e-01	2.4950298828e+30
7.8863171609e-01	7.0825470420e-01	2.4088081186e+30
7.8784388401e-01	6.8374674172e-01	2.3254553662e+30
7.8705700496e-01	6.6005557210e-01	2.2448805654e+30
7.8627045974e-01	6.3713750088e-01	2.1669351092e+30
7.8548486803e-01	6.1498625817e-01	2.0915976735e+30
7.8470022882e-01	5.9357736237e-01	2.0187849950e+30
7.8391654111e-01	5.7288703168e-01	1.9484161909e+30
7.8313319059e-01	5.5287681772e-01	1.8803604963e+30
7.8235079201e-01	5.3354084325e-01	1.8145979225e+30
7.8156934435e-01	5.1485738465e-01	1.7510545863e+30
7.8078823696e-01	4.9679151216e-01	1.6896116900e+30
7.8000868930e-01	4.7935101952e-01	1.6302957405e+30
7.7922948230e-01	4.6248879482e-01	1.5729465080e+30
7.7845061860e-01	4.4618708517e-01	1.5175036139e+30
7.7767331033e-01	4.3045252987e-01	1.4639896389e+30
7.7689634571e-01	4.1524256320e-01	1.4122598149e+30
7.7612032970e-01	4.0055208608e-01	1.3622967996e+30
7.7534466009e-01	3.8635327112e-01	1.3140059510e+30
7.7456993941e-01	3.7264121272e-01	1.2673705846e+30
7.7379616661e-01	3.5939990066e-01	1.2223362491e+30
7.7302334067e-01	3.4661382429e-01	1.1788501919e+30
7.7225086415e-01	3.3425857963e-01	1.1368294140e+30
7.7147992995e-01	3.2233869846e-01	1.0962893281e+30
7.7070875147e-01	3.1081290724e-01	1.0570895610e+30
7.6993911321e-01	2.9969466085e-01	1.0192758733e+30
7.6916982731e-01	2.8895353681e-01	9.8274479681e+29
7.6840148670e-01	2.7858539630e-01	9.4748225512e+29
7.6763350106e-01	2.6857022718e-01	9.1342018599e+29
7.6686704903e-01	2.5891134347e-01	8.8056986060e+29
7.6610095219e-01	2.4958221017e-01	8.4884103214e+29
7.6533521300e-01	2.4061701179e-01	8.1834996369e+29
7.6457100303e-01	2.3199725087e-01	7.8903374459e+29
7.6380715092e-01	2.2367044948e-01	7.6071389489e+29
7.6304424131e-01	2.1563330923e-01	7.3337919655e+29
7.6228169205e-01	2.0787031605e-01	7.0697688552e+29
7.6152008547e-01	2.0037830941e-01	6.8149621263e+29
7.6075942048e-01	1.9314817821e-01	6.5690619068e+29
7.5999969600e-01	1.8617110344e-01	6.3317682573e+29
7.5924033449e-01	1.7943352248e-01	6.1026199069e+29
7.5848191362e-01	1.7293256165e-01	5.8815191202e+29
7.5772385815e-01	1.6665553615e-01	5.6680344812e+29
7.5696731642e-01	1.6060420400e-01	5.4622257808e+29
7.5621114020e-01	1.5476187438e-01	5.2635253568e+29
7.5545533181e-01	1.4912162514e-01	5.0716977829e+29
7.5470046316e-01	1.4368130460e-01	4.8866698795e+29
7.5394653313e-01	1.3843368768e-01	4.7081959186e+29
7.5319354061e-01	1.3337230556e-01	4.5360558922e+29
7.5244091834e-01	1.2848716152e-01	4.3699098076e+29
7.5168923363e-01	1.2377595304e-01	4.2096793542e+29
7.5093848537e-01	1.1923269346e-01	4.0551609230e+29
7.5018810967e-01	1.1484836274e-01	3.9060477387e+29
7.4943867044e-01	1.1062082969e-01	3.7622673180e+29
7.4869016655e-01	1.0654466892e-01	3.6236351411e+29
7.4794203748e-01	1.0261172249e-01	3.4898737520e+29
7.4719484376e-01	9.8820094659e-02	3.3609186763e+29
7.4644858425e-01	9.5164797962e-02	3.2366002877e+29
7.4570270176e-01	9.1638526127e-02	3.1166700963e+29
7.4495775345e-01	8.8239461961e-02	3.0010662985e+29
7.4421373819e-01	8.4963159316e-02	2.8896376788e+29
7.4347010209e-01	8.1803014094e-02	2.7821596286e+29
7.4272739899e-01	7.8757352102e-02	2.6785752078e+29
7.4198562774e-01	7.5822111812e-02	2.5787462818e+29
7.4124423775e-01	7.2991468337e-02	2.4824747436e+29
7.4050377953e-01	7.0263760495e-02	2.3897040954e+29
7.3976425193e-01	6.7635393954e-02	2.3003120925e+29
7.3902510764e-01	6.5101017405e-02	2.2141167341e+29
7.3828689386e-01	6.2659218847e-02	2.1310699974e+29
7.3754906545e-01	6.0305007358e-02	2.0510021389e+29
7.3681216742e-01	5.8037045101e-02	1.9738676579e+29
7.3607619861e-01	5.5852262914e-02	1.8995621709e+29
7.3534115785e-01	5.3747697036e-02	1.8279848790e+29
7.3460650435e-01	5.1719022294e-02	1.7589886809e+29
7.3387224018e-01	4.9763639812e-02	1.6924851876e+29
7.3313944239e-01	4.7881746882e-02	1.6284811091e+29
7.3240703374e-01	4.6067992932e-02	1.5667944699e+29
7.3167501630e-01	4.4320034034e-02	1.5073455519e+29
7.3094446065e-01	4.2638013653e-02	1.4501392344e+29
7.3021429599e-01	4.1017148445e-02	1.3950128335e+29
7.2948452435e-01	3.9455314193e-02	1.3418941037e+29
7.2875567883e-01	3.7951544723e-02	1.2907501849e+29
7.2802775824e-01	3.6503738103e-02	1.2415095894e+29
7.2730076141e-01	3.5109868886e-02	1.1941034308e+29
7.2657415924e-01	3.3767020658e-02	1.1484325204e+29
7.2584795373e-01	3.2473415847e-02	1.1044364021e+29
7.2512319843e-01	3.1229106875e-02	1.0621168590e+29
7.2439883951e-01	3.0030522678e-02	1.0213524373e+29
7.2367487893e-01	2.8876062252e-02	9.8208868608e+28
7.2295184129e-01	2.7758358315e-02	9.4407504068e+28
7.2222972539e-01	2.6678099724e-02	9.0733492942e+28
7.2150800946e-01	2.5638207474e-02	8.7196769671e+28
7.2078721496e-01	2.4637949086e-02	8.3794843057e+28
7.2006734070e-01	2.3675850689e-02	8.0522700402e+28
7.1934786800e-01	2.2749838097e-02	7.7373287293e+28
7.1862931519e-01	2.1859246532e-02	7.4344342792e+28
7.1791168107e-01	2.1002753453e-02	7.1431368871e+28
7.1719445006e-01	2.0178504360e-02	6.8628058289e+28
7.1647762405e-01	1.9385339096e-02	6.5930465297e+28
7.1576222951e-01	1.8623208048e-02	6.3338421155e+28
7.1504723960e-01	1.7889873927e-02	6.0844316742e+28
7.1433265615e-01	1.7184296256e-02	5.8444613340e+28
7.1361899026e-01	1.6505945096e-02	5.6137508606e+28
7.1290624071e-01	1.5853794065e-02	5.3919511763e+28
7.1219389906e-01	1.5226416219e-02	5.1785769705e+28
7.1148247334e-01	1.4623331998e-02	4.9734651431e+28
7.1077145712e-01	1.4043217752e-02	4.7761655140e+28
7.1006186059e-01	1.3486012310e-02	4.5866572785e+28
7.0935216994e-01	1.2949697316e-02	4.4042539842e+28
7.0864339435e-01	1.2434255376e-02	4.2289497155e+28
7.0793553256e-01	1.1938892712e-02	4.0604745045e+28
7.0722858335e-01	1.1462844574e-02	3.8985682565e+28
7.0652204631e-01	1.1005057270e-02	3.7428726052e+28
7.0581592321e-01	1.0564860062e-02	3.5931594297e+28
7.0511121014e-01	1.0142189904e-02	3.4494072877e+28
7.0440641432e-01	9.7355095728e-03	3.3110933621e+28
7.0370302606e-01	9.3450611967e-03	3.1783000023e+28
7.0300005273e-01	8.9696819845e-03	3.0506317371e+28
7.0229749603e-01	8.6088142820e-03	2.9278989057e+28
7.0159584992e-01	8.2621590505e-03	2.8099998037e+28
7.0089511315e-01	7.9291683472e-03	2.6967480731e+28
7.0019479419e-01	7.6090955573e-03	2.5878897867e+28
6.9949538403e-01	7.3016709442e-03	2.4833332056e+28
6.9879639309e-01	7.0062030453e-03	2.3828431603e+28
6.9809831039e-01	6.7224399920e-03	2.2863339888e+28
6.9740113467e-01	6.4499280502e-03	2.1936513742e+28
6.9670437927e-01	6.1880517401e-03	2.1045859888e+28
6.9600853028e-01	5.9365844787e-03	2.0190607707e+28
6.9531310297e-01	5.6949565791e-03	1.9368819665e+28
6.9461858146e-01	5.4629565907e-03	1.8579776610e+28
6.9392448297e-01	5.2400574197e-03	1.7821685871e+28
6.9323128969e-01	5.0260618224e-03	1.7093876611e+28
6.9253900033e-01	4.8206216824e-03	1.6395164870e+28
6.9184713499e-01	4.6232683430e-03	1.5723956725e+28
6.9115569526e-01	4.4336961815e-03	1.5079212738e+28
6.9046515947e-01	4.2517337604e-03	1.4460349842e+28
6.8977552635e-01	4.0770820527e-03	1.3866351032e+28
6.8908631978e-01	3.9093402395e-03	1.3295853104e+28
6.8839801521e-01	3.7483544143e-03	1.2748332614e+28
6.8771013843e-01	3.5937540005e-03	1.2222529214e+28
6.8702316299e-01	3.4453956631e-03	1.1717955413e+28
6.8633708760e-01	3.3030326491e-03	1.1233771995e+28
6.8565144086e-01	3.1663359180e-03	1.0768859875e+28
6.8496622432e-01	3.0350888196e-03	1.0322482217e+28
6.8428190772e-01	2.9091670721e-03	9.8942163321e+27
6.8359848979e-01	2.7883591386e-03	9.4833427733e+27
6.8291550286e-01	2.6703072567e-03	9.0818426776e+27
6.8223341388e-01	2.5567643990e-03	8.6956779887e+27
6.8155175704e-01	2.4478880637e-03	8.3253843656e+27
6.8087099741e-01	2.3435627070e-03	7.9705688385e+27
6.8019067105e-01	2.2435348419e-03	7.6303692860e+27
6.7951124115e-01	2.1476973952e-03	7.3044215466e+27
6.7883224562e-01	2.0558168484e-03	6.9919314131e+27
6.7815414579e-01	1.9677940036e-03	6.6925615087e+27
6.7747694038e-01	1.8834697581e-03	6.4057707170e+27
6.7680017001e-01	1.8026378853e-03	6.1308576524e+27
6.7612383614e-01	1.7251588043e-03	5.8673475925e+27
6.7544839642e-01	1.6509473946e-03	5.6149510393e+27
6.7477339422e-01	1.5798213263e-03	5.3730478797e+27
6.7409928539e-01	1.5117017765e-03	5.1413700333e+27
6.7342606859e-01	1.4464639442e-03	4.9194930458e+27
6.7275328993e-01	1.3839469408e-03	4.7068697277e+27
6.7208140250e-01	1.3240806729e-03	4.5032616876e+27
6.7140995419e-01	1.2667170801e-03	4.3081653655e+27
6.7073894639e-01	1.2117552082e-03	4.1212374106e+27
6.7006882947e-01	1.1591325384e-03	3.9422651943e+27
6.6939960211e-01	1.1087513533e-03	3.7709163744e+27
6.6873081578e-01	1.0604863137e-03	3.6067646667e+27
6.6806291817e-01	1.0142818887e-03	3.4496212077e+27
6.6739546251e-01	9.7002280806e-04	3.2990939579e+27
6.6672889470e-01	9.2765772124e-04	3.1550082717e+27
6.6606276976e-01	8.8708060606e-04	3.0170035625e+27
6.6539708902e-01	8.4821867691e-04	2.8848322830e+27
6.6473273756e-01	8.1105036730e-04	2.7584210846e+27
6.6406838842e-01	7.7543271494e-04	2.6372837457e+27
6.6340492578e-01	7.4134872647e-04	2.5213624710e+27
6.6274234831e-01	7.0873360774e-04	2.4104368925e+27
6.6208021631e-01	6.7750501858e-04	2.3042269673e+27
6.6141896857e-01	6.4762544206e-04	2.2026050987e+27
6.6075816714e-01	6.1901921348e-04	2.1053139473e+27
6.6009781329e-01	5.9163398447e-04	2.0121754739e+27
6.5943834317e-01	5.6543638433e-04	1.9230761830e+27
6.5877975543e-01	5.4037589762e-04	1.8378442693e+27
6.5812161561e-01	5.1638866722e-04	1.7562625516e+27
6.5746435721e-01	4.9344511732e-04	1.6782304412e+27
6.5680754751e-01	4.7148661387e-04	1.6035485209e+27
6.5615118773e-01	4.5047235236e-04	1.5320780125e+27
6.5549570880e-01	4.3037605995e-04	1.4637295610e+27
6.5484068054e-01	4.1114610016e-04	1.3983275482e+27
6.5418653213e-01	3.9275822013e-04	1.3357894888e+27
6.5353326223e-01	3.7517626677e-04	1.2759924247e+27
6.5288044323e-01	3.5835486507e-04	1.2187820331e+27
6.5222807633e-01	3.4226228309e-04	1.1640503922e+27
6.5157658729e-01	3.2687787155e-04	1.1117272729e+27
6.5092555104e-01	3.1216171356e-04	1.0616769158e+27
6.5027539163e-01	2.9809476250e-04	1.0138345425e+27
6.4962568568e-01	2.8464039861e-04	9.6807560753e+26
6.4897685554e-01	2.7178105763e-04	9.2434037389e+26
6.4832847951e-01	2.5948315129e-04	8.8251460634e+26
6.4768055877e-01	2.4772303846e-04	8.4251790022e+26
6.4703351310e-01	2.3648514824e-04	8.0429729819e+26
6.4638734115e-01	2.2574675634e-04	7.6777551381e+26
6.4574162457e-01	2.1547962350e-04	7.3285650403e+26
6.4509636449e-01	2.0563992471e-04	6.9939121788e+26
6.4445197737e-01	1.9621730882e-04	6.6734445066e+26
6.4380804734e-01	1.8721231103e-04	6.3671802254e+26
6.4316498919e-01	1.7861247277e-04	6.0746956137e+26
6.4252238869e-01	1.7039475930e-04	5.7952072488e+26
6.4188065898e-01	1.6254770578e-04	5.5283252059e+26
6.4123938749e-01	1.5505022101e-04	5.2733321635e+26
6.4059857531e-01	1.4788727419e-04	5.0297169167e+26
6.3995863307e-01	1.4104873233e-04	4.7971348380e+26
6.3931955941e-01	1.3452019402e-04	4.5750961277e+26
6.3868094502e-01	1.2828399010e-04	4.3629998503e+26
6.3804279098e-01	1.2232748426e-04	4.1604162381e+26
6.3740550463e-01	1.1664210947e-04	3.9670539226e+26
6.3676867913e-01	1.1121239009e-04	3.7823865701e+26
6.3613231552e-01	1.0602722812e-04	3.6060367318e+26
6.3549681870e-01	1.0107906324e-04	3.4377472781e+26
6.3486218729e-01	9.6357279154e-05	3.2771571433e+26
6.3422801766e-01	9.1848930841e-05	3.1238260612e+26
6.3359431083e-01	8.7544704205e-05	2.9774372550e+26
6.3296106783e-01	8.3435676716e-05	2.8376872651e+26
6.3232908935e-01	7.9518145822e-05	2.7044501660e+26
6.3169717448e-01	7.5776319603e-05	2.5771888669e+26
6.3106612311e-01	7.2207114151e-05	2.4557984826e+26
6.3043553639e-01	6.8800628003e-05	2.3399422597e+26
6.2980581197e-01	6.5551698082e-05	2.2294445994e+26
6.2917694847e-01	6.2453183711e-05	2.1240626439e+26
6.2854815433e-01	5.9494628691e-05	2.0234407728e+26
6.2792022148e-01	5.6673487196e-05	1.9274924015e+26
6.2729314852e-01	5.3983505453e-05	1.8360048360e+26
6.2666614862e-01	5.1415565707e-05	1.7486679773e+26
6.2604040089e-01	4.8968896570e-05	1.6654555899e+26
6.2541472814e-01	4.6633532804e-05	1.5860287514e+26
6.2478991439e-01	4.4407378295e-05	1.5103161720e+26
6.2416595824e-01	4.2285429032e-05	1.4381476628e+26
6.2354246948e-01	4.0261672832e-05	1.3693187466e+26
6.2291944904e-01	3.8331720887e-05	1.3036801581e+26
6.2229728510e-01	3.6492491399e-05	1.2411270836e+26
6.2167558978e-01	3.4738741313e-05	1.1814812046e+26
6.2105436399e-01	3.3066632515e-05	1.1246119847e+26
6.2043399358e-01	3.1473459038e-05	1.0704273929e+26
6.1981409296e-01	2.9954650361e-05	1.0187719835e+26
6.1919504644e-01	2.8507728040e-05	9.6956146338e+25
6.1857646997e-01	2.7128524887e-05	9.2265410459e+25
6.1795836444e-01	2.5813978689e-05	8.7794575977e+25
6.1734111183e-01	2.4561915228e-05	8.3536248272e+25
6.1672433039e-01	2.3368705770e-05	7.9478085844e+25
6.1610840058e-01	2.2232360632e-05	7.5613321689e+25
6.1549294214e-01	2.1149573422e-05	7.1930710609e+25
6.1487795595e-01	2.0117904449e-05	6.8421955096e+25
6.1426382017e-01	1.9135610350e-05	6.5081125891e+25
6.1365015682e-01	1.8199814675e-05	6.1898440047e+25
6.1303696674e-01	1.7308389712e-05	5.8866661120e+25
6.1242462584e-01	1.6459808995e-05	5.5980597520e+25
6.1181275838e-01	1.5651571635e-05	5.3231743608e+25
6.1120136518e-01	1.4881823187e-05	5.0613792325e+25
6.1059081989e-01	1.4149228041e-05	4.8122201202e+25
6.0998112108e-01	1.3452028481e-05	4.5750992158e+25
6.0937152468e-01	1.2781897200e-05	4.3471843624e+25
6.0876277489e-01	1.2143183939e-05	4.1299549277e+25
6.0815450043e-01	1.1535502648e-05	3.9232796146e+25
6.0754707123e-01	1.0957734050e-05	3.7267777515e+25
6.0694011747e-01	1.0408106196e-05	3.5398466900e+25
6.0633400758e-01	9.8855991924e-06	3.3621395595e+25
6.0572800632e-01	9.3883108184e-06	3.1930094054e+25
6.0512284902e-01	8.9156351336e-06	3.0322501446e+25
6.0451853424e-01	8.4663752300e-06	2.8794547030e+25
6.0391469584e-01	8.0391396226e-06	2.7341498298e+25
6.0331133459e-01	7.6328809468e-06	2.5959793114e+25
6.0270845124e-01	7.2466000145e-06	2.4646033191e+25
6.0210640906e-01	6.8795592432e-06	2.3397709975e+25
6.0150484482e-01	6.5306121406e-06	2.2210924192e+25
6.0090412034e-01	6.1990875313e-06	2.1083393142e+25
6.0030387382e-01	5.8839459378e-06	2.0011581512e+25
5.9970410599e-01	5.5844016186e-06	1.8992816958e+25
5.9910481758e-01	5.2997052978e-06	1.8024551156e+25
5.9850636751e-01	5.0293003589e-06	1.7104891028e+25
5.9790839685e-01	4.7723317396e-06	1.6230928465e+25
5.9731126308e-01	4.5282934059e-06	1.5400942422e+25
5.9671460871e-01	4.2964107438e-06	1.4612298400e+25
